NAMA,T,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,class
A46007,96,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,7,5949076,0.288335869,96,85000000,LANCAR,1
A255747,24,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,7047970,0.219678148,24,40000000,MACET,0
A255523,36,NEW,LAKI LAKI,35,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,2,2551017,0.214795119,36,15000000,MACET,0
A43849,24,NEW,PEREMPUAN,30,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,1,2615500,0.29469891,24,11500000,LANCAR,1
A288512,6,TOP,LAKI LAKI,46,MENIKAH,3,Sewa,S1,Jakarta 4,Pegawai swasta,7,5000000,0.5826364,84,345500000,LANCAR,1
A105617,24,NEW,PEREMPUAN,32,TIDAK MENIKAH,0,Sewa,S1,Balikpapan,Pegawai swasta,1,3595373,0.357303957,24,20000000,LANCAR,1
A253990,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,5,3517473,0.415409017,36,28000000,MACET,0
A97790,48,NEW,LAKI LAKI,27,MENIKAH,2,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,1,4491195,0.310263972,48,40000000,LANCAR,1
A254123,36,NEW,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,SMP,Balikpapan,Pegawai BUMN,1,3658539,0.499239451,36,30000000,MACET,0
A221736,96,NEW,PEREMPUAN,38,MENIKAH,1,Milik Sendiri,S1,Surabaya,PNS,15,3236868.333,0.6,96,62000000,LANCAR,1
A58564,54,NEW,PEREMPUAN,33,CERAI,1,Rumah Dinas,S1,Jakarta 3,Pegawai swasta,1,9402952,0.400672789,54,80500000,LANCAR,1
A305533,6,TOP,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,4145800,0.562146027,96,108000000,LANCAR,1
A251021,60,NEW,LAKI LAKI,47,TIDAK MENIKAH,0,Sewa,SMP,Medan,Pegawai swasta,2,5657913,0.239075433,60,50000000,MACET,0
A98065,60,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Sewa,S1,Jakarta 4,Pegawai swasta,1,6600000,0.348414545,60,59000000,LANCAR,1
A80682,60,NEW,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,17,9240512,0.167543855,60,60000000,LANCAR,1
A253496,24,NEW,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,3485146,0.40546508,24,20000000,MACET,0
A2797,36,NEW,LAKI LAKI,53,MENIKAH,2,Rumah Dinas,S1,Medan,Pegawai BUMN,22,14877000,0.170696713,36,70000000,LANCAR,1
A250074,24,NEW,LAKI LAKI,57,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,22,2243333,0.325673897,24,11000000,MACET,0
A255603,24,NEW,LAKI LAKI,35,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,5361620,0.421608394,24,30000000,MACET,0
A19170,48,NEW,LAKI LAKI,51,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,25,3934615,0.309407909,48,35000000,LANCAR,1
A320675,8,TOP,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,6,4605678,0.32361902,24,34600000,LANCAR,1
A250105,36,NEW,LAKI LAKI,37,MENIKAH,5,Milik Orang Tua,SMA,Medan,Pegawai swasta,13,2219849,0.254578577,36,15000000,MACET,0
A110874,36,NEW,LAKI LAKI,47,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,3,7844616,0.264146645,36,55000000,LANCAR,1
A44839,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,4,4821150,0.535208197,60,48000000,LANCAR,1
A248565,96,NEW,LAKI LAKI,45,MENIKAH,2,Sewa,S1,Surabaya,Pegawai swasta,17,2354378.333,0.6,96,40000000,MACET,0
A15784,48,NEW,PEREMPUAN,47,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,25,4008723,0.222776929,48,30000000,LANCAR,1
A51408,96,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,S1,Jakarta 3,Pegawai BUMN,4,4207928.333,0.6,96,65000000,LANCAR,1
A15943,24,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,2,4441280,0.547201708,24,36000000,LANCAR,1
A214430,36,NEW,LAKI LAKI,43,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,21,2602835,0.350865114,36,21000000,LANCAR,1
A180195,36,NEW,LAKI LAKI,54,MENIKAH,4,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,25,3219924,0.340347163,36,20000000,LANCAR,1
A212684,36,NEW,LAKI LAKI,34,MENIKAH,1,Rumah Dinas,S1,Surabaya,Pegawai swasta,5,5641220,0.129510106,36,20000000,LANCAR,1
A177596,24,NEW,LAKI LAKI,46,MENIKAH,3,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,3,6017449,0.426972127,24,18000000,LANCAR,1
A157909,60,NEW,LAKI LAKI,40,MENIKAH,2,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,6,4200000,0.32206381,60,26500000,LANCAR,1
A249330,60,NEW,LAKI LAKI,45,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,4,3375000,0.200977778,60,27000000,MACET,0
A256336,36,NEW,LAKI LAKI,38,MENIKAH,3,Rumah Dinas,S1,Balikpapan,Pegawai swasta,3,4233796,0.355946059,36,30000000,MACET,0
A118120,24,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,S1,Balikpapan,Pegawai swasta,4,6936589,0.370395738,24,40000000,LANCAR,1
A3406,96,NEW,LAKI LAKI,39,MENIKAH,2,Milik Orang Tua,DIPLOMA,Medan,Pegawai swasta,14,5088925,0.473330222,96,130000000,LANCAR,1
A287213,8,TOP,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,2,4271540,0.568331562,96,112500000,LANCAR,1
A2766,24,NEW,LAKI LAKI,42,TIDAK MENIKAH,0,Sewa,SMP,Medan,Pegawai swasta,4,4578912,0.224444803,24,20000000,LANCAR,1
A75849,60,NEW,PEREMPUAN,45,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,12,10240000,0.264192969,60,75000000,LANCAR,1
A249856,48,NEW,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,1,3305353,0.360244125,48,15000000,MACET,0
A38816,60,NEW,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,DIPLOMA,Palembang,Pegawai swasta,3,2188575,0.16667055,60,15000000,LANCAR,1
A249379,60,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,5415000,0.294764174,60,48500000,MACET,0
A253794,18,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,4092340,0.213188787,18,12000000,MACET,0
A120224,60,NEW,LAKI LAKI,40,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,5566338,0.451323833,60,100000000,LANCAR,1
A194296,36,NEW,LAKI LAKI,46,MENIKAH,3,Milik Sendiri,SMA,Semarang,PNS,15,8148600,0.17931792,36,40000000,LANCAR,1
A258795,60,NEW,PEREMPUAN,29,MENIKAH,2,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,3,5907875,0.274752259,60,30000000,MACET,0
A248213,36,NEW,LAKI LAKI,26,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,1,2641500,0.407746356,36,14000000,MACET,0
A147708,120,NEW,PEREMPUAN,33,MENIKAH,2,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,3,9582300,0.277040063,120,150000000,LANCAR,1
A249752,60,NEW,LAKI LAKI,37,MENIKAH,1,Sewa,SMA,Medan,Pegawai swasta,6,6064643,0.425469232,60,90000000,MACET,0
A282275,9,TOP,PEREMPUAN,41,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,15,5163640,0.366744196,84,88500000,LANCAR,1
A24430,60,NEW,LAKI LAKI,45,MENIKAH,2,Milik Orang Tua,S1,Medan,Pegawai BUMN,14,3345500,0.488101629,60,53000000,LANCAR,1
A298041,26,TOP,PEREMPUAN,35,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,14,2839301,0.316116889,36,37000000,LANCAR,1
A190333,24,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Rumah Dinas,DIPLOMA,Semarang,Pegawai swasta,4,2533862,0.19846069,24,10000000,LANCAR,1
A14050,48,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,12,8341742,0.371213711,48,62000000,LANCAR,1
A257791,36,NEW,LAKI LAKI,51,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,1,7625000,0.141254033,36,30000000,MACET,0
A155124,48,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,18,5500000,0.225205091,48,34000000,LANCAR,1
A186899,36,NEW,LAKI LAKI,56,MENIKAH,2,Milik Sendiri,SMA,Semarang,Pegawai swasta,24,4132672,0.44196273,36,29000000,LANCAR,1
A104242,24,NEW,LAKI LAKI,56,MENIKAH,2,Sewa,SMA,Balikpapan,Pegawai swasta,1,5654629,0.266507847,24,32000000,LANCAR,1
A175315,36,NEW,PEREMPUAN,33,MENIKAH,0,Milik Orang Tua,S1,Bandung,Pegawai BUMN,9,8317363,0.129495611,36,24000000,LANCAR,1
A256118,18,NEW,LAKI LAKI,34,MENIKAH,3,Sewa,SD,Balikpapan,Pegawai swasta,2,3867823,0.398562706,18,15000000,MACET,0
A182387,60,NEW,PEREMPUAN,22,TIDAK MENIKAH,0,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,3648221,0.370774687,60,30000000,LANCAR,1
A76672,42,NEW,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,SMP,Jakarta 4,Pegawai swasta,7,3005760,0.393817204,42,18000000,LANCAR,1
A255233,24,NEW,LAKI LAKI,31,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,5231453,0.324074019,24,30000000,MACET,0
A175146,36,NEW,LAKI LAKI,37,MENIKAH,1,Milik Sendiri,S1,Bandung,Pegawai swasta,1,8658655,0.21755723,36,50000000,LANCAR,1
A270942,48,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,4050375,0.367476592,48,50000000,LANCAR,1
A249581,36,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,11,2368000,0.46279223,36,25000000,MACET,0
A85993,36,NEW,LAKI LAKI,36,MENIKAH,2,Sewa,SMA,Jakarta 4,Pegawai swasta,15,5025131,0.571560224,36,55000000,LANCAR,1
A257321,36,NEW,LAKI LAKI,46,MENIKAH,2,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,3,4632528,0.113837412,36,13500000,MACET,0
A48551,96,NEW,LAKI LAKI,38,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 3,Pegawai BUMN,5,10660400,0.455452234,96,200000000,LANCAR,1
A220286,120,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Sewa,S1,Surabaya,Pegawai BUMN,2,5664753,0.354853424,120,120000000,LANCAR,1
A237710,36,NEW,LAKI LAKI,55,MENIKAH,4,Sewa,S1,Denpasar,Pegawai BUMN,23,7483591,0.366098441,36,53000000,LANCAR,1
A314632,11,TOP,LAKI LAKI,34,MENIKAH,1,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,4,2424531,0.301334567,114,145200000,LANCAR,1
A256348,24,NEW,LAKI LAKI,35,MENIKAH,4,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,2953535,0.347960326,24,10000000,MACET,0
A78852,96,NEW,LAKI LAKI,27,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,3,5000000,0.2018038,96,50000000,LANCAR,1
A182133,120,NEW,PEREMPUAN,42,MENIKAH,2,Milik Sendiri,S1,Bandung,PNS,19,8248470,0.386207139,120,180000000,LANCAR,1
A260573,96,NEW,LAKI LAKI,33,MENIKAH,3,Milik Sendiri,DIPLOMA,Denpasar,Pegawai swasta,7,6473736.667,0.6,96,100000000,MACET,0
A9883,60,NEW,LAKI LAKI,47,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,20,6861723,0.512569511,60,140000000,LANCAR,1
A99870,96,NEW,LAKI LAKI,36,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,6,4181220,0.464486681,96,80000000,LANCAR,1
A80185,48,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,25,4152332,0.223722718,48,12000000,LANCAR,1
A193947,36,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Sewa,SMA,Semarang,Pegawai swasta,5,2363559,0.455694992,36,20000000,LANCAR,1
A65235,36,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,23,3181000,0.296094624,36,16000000,LANCAR,1
A270052,36,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,S1,Makassar,Pegawai swasta,3,12255154,0.368906666,36,100000000,LANCAR,1
A271959,36,NEW,LAKI LAKI,36,MENIKAH,4,Milik Sendiri,S1,Makassar,Pegawai swasta,8,4895921,0.285989296,36,34000000,LANCAR,1
A253611,24,NEW,LAKI LAKI,37,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,5314200,0.386779948,24,19500000,MACET,0
A156311,48,NEW,PEREMPUAN,30,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,3577200,0.34625629,48,32000000,LANCAR,1
A31574,18,NEW,LAKI LAKI,57,MENIKAH,1,Milik Sendiri,SMA,Palembang,Pegawai BUMN,7,5362062,0.47865075,18,40000000,LANCAR,1
A118938,24,NEW,LAKI LAKI,32,CERAI,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,3,3539833,0.217746148,24,15000000,LANCAR,1
A126901,36,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,1,4517707,0.329946586,36,20000000,LANCAR,1
A43710,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,S1,Palembang,Pegawai swasta,6,3529000,0.305203174,36,30000000,LANCAR,1
A257497,36,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,2,10706797,0.351879932,36,96000000,MACET,0
A259828,60,NEW,PEREMPUAN,39,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,16,2580318.333,0.6,60,25000000,MACET,0
A46425,48,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,2,3709705,0.320978083,48,40000000,LANCAR,1
A168302,96,NEW,PEREMPUAN,38,MENIKAH,2,Milik Sendiri,S1,Bandung,PNS,11,4391582,0.459524153,96,100000000,LANCAR,1
A228083,36,NEW,PEREMPUAN,37,CERAI,1,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,12,3532009,0.320002582,36,28000000,LANCAR,1
A67345,48,NEW,PEREMPUAN,31,MENIKAH,1,Milik Orang Tua,S1,Jakarta 3,Pegawai BUMN,5,8923913,0.313289025,48,100000000,LANCAR,1
A119163,36,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Rumah Dinas,S1,Balikpapan,Pegawai swasta,4,4739960,0.457303226,36,35000000,LANCAR,1
A209654,36,NEW,PEREMPUAN,58,TIDAK MENIKAH,0,Milik Sendiri,S1,Surabaya,PNS,14,11967355,0.6,36,170000000,LANCAR,1
A201572,60,NEW,PEREMPUAN,29,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,5,2342333,0.577487488,60,20000000,LANCAR,1
A258521,96,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,3788149,0.319634471,96,30000000,MACET,0
A102567,12,NEW,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,3195827,0.291360577,12,9500000,LANCAR,1
A53982,48,NEW,PEREMPUAN,26,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,3,3500000,0.170104857,48,20000000,LANCAR,1
A79936,24,NEW,PEREMPUAN,39,MENIKAH,0,Milik Orang Tua,S2/S3,Jakarta 4,PNS,14,12462050,0.120473678,24,30000000,LANCAR,1
A294531,6,TOP,PEREMPUAN,28,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,3,4018700,0.432825043,36,40000000,LANCAR,1
A213281,72,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,18,2815755,0.6,72,40000000,LANCAR,1
A150506,24,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,1,5554642,0.185018764,24,17000000,LANCAR,1
A248151,24,NEW,LAKI LAKI,30,MENIKAH,1,Sewa,S1,Palembang,Pegawai swasta,1,4020947,0.362642184,24,30000000,MACET,0
A129910,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,2,3968615,0.380136899,24,30000000,LANCAR,1
A27252,96,NEW,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,11,4050506,0.503187997,96,109000000,LANCAR,1
A198024,24,NEW,LAKI LAKI,37,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Semarang,Pegawai swasta,11,3897755,0.187052034,24,15000000,LANCAR,1
A224448,36,NEW,LAKI LAKI,27,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,3,4716180,0.319726346,36,30000000,LANCAR,1
A316025,22,TOP,LAKI LAKI,49,MENIKAH,3,Milik Sendiri,SMA,Surabaya,Pegawai swasta,12,2488310,0.560231241,72,60000000,LANCAR,1
A260815,60,NEW,PEREMPUAN,32,MENIKAH,0,Milik Sendiri,SMA,Jayapura,Pegawai swasta,4,3159351,0.459210135,60,50000000,MACET,0
A167319,24,NEW,LAKI LAKI,57,MENIKAH,2,Milik Sendiri,S1,Bandung,Pegawai BUMN,25,34532008,0.287749557,24,200000000,LANCAR,1
A3183,96,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,DIPLOMA,Medan,Pegawai swasta,6,9025686,0.410578985,96,200000000,LANCAR,1
A253524,24,NEW,LAKI LAKI,41,MENIKAH,1,Sewa,SMA,Balikpapan,Pegawai swasta,4,4282138.333,0.6,24,20000000,MACET,0
A327306,6,TOP,LAKI LAKI,35,TIDAK MENIKAH,0,Sewa,SMA,Denpasar,Pegawai swasta,5,8687024,0.433788602,60,142200000,LANCAR,1
A25636,96,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,9,4288717,0.452844289,96,100000000,LANCAR,1
A250722,36,NEW,LAKI LAKI,34,MENIKAH,2,Sewa,SMA,Medan,Pegawai swasta,2,3935880,0.382888452,36,30000000,MACET,0
A57539,96,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,1,3609521,0.538055049,96,75000000,LANCAR,1
A249382,48,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,6,3000000,0.262029333,48,20000000,MACET,0
A166227,96,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,S1,Bandung,PNS,8,4662770,0.416516577,96,100000000,LANCAR,1
A253313,30,NEW,LAKI LAKI,32,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,4,3370491,0.383888579,30,23000000,MACET,0
A255180,36,NEW,LAKI LAKI,43,MENIKAH,3,Sewa,SMA,Balikpapan,Pegawai swasta,4,4901034,0.345922513,36,39000000,MACET,0
A311116,10,TOP,LAKI LAKI,50,MENIKAH,1,Milik Sendiri,SMA,Semarang,Pegawai swasta,22,3839420,0.363083226,114,114300000,LANCAR,1
A256638,24,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,3781125,0.271800853,24,20000000,MACET,0
A210045,96,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,3,3270257,0.593874121,96,50000000,LANCAR,1
A257405,24,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,2,3540153,0.435452931,24,14000000,MACET,0
A252420,60,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,1,5479066,0.271567271,60,40000000,MACET,0
A70647,96,NEW,PEREMPUAN,31,CERAI,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,4,3713000,0.467856181,96,75000000,LANCAR,1
A70821,60,NEW,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,3,5228521,0.48048406,60,55000000,LANCAR,1
A249143,36,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,6,3621284,0.373532703,36,25000000,MACET,0
A12670,60,NEW,LAKI LAKI,39,MENIKAH,1,Rumah Dinas,S1,Medan,Pegawai swasta,18,4007268,0.579518764,60,62000000,LANCAR,1
A79938,36,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,13,3700000,0.203648919,36,15000000,LANCAR,1
A111706,36,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,10,3146500,0.299341173,36,25000000,LANCAR,1
A59147,24,NEW,PEREMPUAN,55,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai BUMN,25,5354290,0.453893233,24,35000000,LANCAR,1
A256292,30,NEW,LAKI LAKI,32,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,5,4128760,0.6,30,25000000,MACET,0
A181399,60,NEW,LAKI LAKI,26,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,4,4345664,0.342395316,60,35000000,LANCAR,1
A59574,60,NEW,PEREMPUAN,41,MENIKAH,4,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,2,2530094,0.496468115,60,50000000,LANCAR,1
A260706,96,NEW,LAKI LAKI,45,MENIKAH,2,Milik Orang Tua,SMA,Jayapura,Pegawai swasta,9,3593022,0.515688187,96,100000000,MACET,0
A256683,24,NEW,LAKI LAKI,39,MENIKAH,3,Sewa,DIPLOMA,Balikpapan,Pegawai swasta,3,7845338,0.163745781,24,25000000,MACET,0
A259209,36,NEW,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,SMA,Surabaya,Pegawai swasta,10,3067238,0.357289522,36,30000000,MACET,0
A249821,36,NEW,PEREMPUAN,30,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,8,3165372,0.15549452,36,9000000,MACET,0
A125835,120,NEW,LAKI LAKI,44,MENIKAH,4,Rumah Dinas,SMA,Balikpapan,Pegawai BUMN,2,11508633,0.472195525,120,350000000,LANCAR,1
A277521,28,TOP,LAKI LAKI,24,MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,5,7602486,0.444447645,72,161000000,LANCAR,1
A219973,12,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,2,2586161,0.349004954,12,10000000,LANCAR,1
A278445,29,TOP,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,11,12747404,0.212226427,60,126500000,LANCAR,1
A166907,48,NEW,LAKI LAKI,40,CERAI,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,17,4701467,0.309560399,48,40000000,LANCAR,1
A250834,24,NEW,LAKI LAKI,43,MENIKAH,2,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,4326642,0.593828424,24,12000000,MACET,0
A305574,32,TOP,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,5,4533500,0.298371678,60,58000000,LANCAR,1
A255077,36,NEW,LAKI LAKI,39,MENIKAH,2,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,2,6401018,0.168264173,36,19000000,MACET,0
A276105,15,TOP,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,12,5846524,0.594533265,120,215000000,LANCAR,1
A27443,60,NEW,LAKI LAKI,53,MENIKAH,4,Milik Sendiri,SMA,Palembang,Pegawai swasta,20,5906163,0.458053054,60,50000000,LANCAR,1
A253153,36,NEW,PEREMPUAN,36,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,2,2517964,0.149625253,36,10000000,MACET,0
A258153,48,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,S1,Bandung,Pegawai swasta,2,2825067,0.295948379,48,15000000,MACET,0
A96491,102,NEW,PEREMPUAN,33,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,1,3295821,0.332509563,102,73500000,LANCAR,1
A228553,36,NEW,PEREMPUAN,26,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,2,3500000,0.512886571,36,29000000,LANCAR,1
A315886,15,TOP,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,14,2280125,0.565828189,60,60000000,LANCAR,1
A144411,24,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,4,5836076,0.249853669,24,30000000,LANCAR,1
A248337,36,NEW,LAKI LAKI,41,MENIKAH,3,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,6,2795975,0.336868892,36,15000000,MACET,0
A257445,30,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,4,2511600,0.343444418,30,10000000,MACET,0
A258960,36,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Semarang,Pegawai swasta,5,2511023,0.375096923,36,17500000,MACET,0
A22132,48,NEW,LAKI LAKI,40,MENIKAH,3,Milik Orang Tua,SMA,Medan,Pegawai swasta,21,4588316,0.324393089,48,50000000,LANCAR,1
A101163,24,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,19,8825662,0.17466905,24,30000000,LANCAR,1
