age,new.cust,cust.relation,income,payroll,product
28,0,I,66209.61,0,none
88,0,A,125183.55,1,direct debit
58,0,A,124189.53,0,none
58,0,I,98810.55,0,none
23,0,I,73924.98,0,none
39,0,A,371807.76,0,none
26,0,I,61844.76,0,none
42,0,A,293277,1,pension
24,0,I,54625.32,0,none
32,0,A,77074.02,1,direct debit
23,0,I,70047.39,0,none
21,0,A,234181.68,0,direct debit
39,0,A,59516.01,1,pension
95,0,A,161863.65,0,none
22,0,I,151838.28,0,none
23,0,I,27336.6,0,none
37,0,A,90216.09,1,direct debit
40,0,A,82368.84,1,pension
25,0,I,100990.44,0,none
33,0,A,65829.75,0,direct debit
44,0,A,190912.14,0,none
54,0,A,263760.48,0,none
37,0,A,91253.31,0,none
28,0,I,25825.92,0,none
50,0,I,40243.95,0,none
34,1,A,83123.01,0,none
28,0,A,29644.98,0,none
36,0,A,154851.96,0,none
46,0,I,81349.41,0,none
22,0,I,73292.01,0,none
28,0,A,98186.58,0,none
46,0,A,54360.87,1,pension
28,0,A,91711.65,1,direct debit
26,0,I,55672.2,0,none
25,0,A,105401.4,0,none
57,0,A,128640.33,0,none
53,0,A,232377.78,0,none
63,0,A,27173.67,0,direct debit
33,0,A,191675.16,0,none
48,0,A,97547.25,1,direct debit
44,0,I,64225.08,0,none
63,0,A,172852.02,0,e-account
54,0,A,564281.22,1,pension
63,0,A,91512.96,0,none
25,0,I,81447.42,0,none
73,0,A,393601.05,0,direct debit
26,0,I,92098.92,0,none
24,0,A,161882.46,0,direct debit
40,0,A,154525.32,0,e-account
39,0,A,89883,1,e-account
27,0,I,126442.08,0,none
46,0,A,263239.11,1,pension
24,0,I,39041.88,0,none
24,0,A,73379.25,0,none
48,0,I,45179.85,0,none
17,0,A,126093.42,0,none
37,0,I,104232.24,0,none
36,0,A,107472.84,1,pension
27,0,I,66117.3,0,none
43,0,A,75855.03,0,none
21,0,I,34099.68,0,none
26,0,A,125605.26,0,none
53,0,I,49810.2,0,none
48,0,I,85619.4,0,none
25,0,A,103588.14,0,pension
31,0,A,133043.73,1,direct debit
46,0,A,45289.26,0,none
27,0,A,64412.28,1,direct debit
37,0,I,108061.44,0,none
20,1,A,48626.82,0,none
90,0,I,93230.64,0,none
37,0,I,135213.03,0,none
42,0,I,57365.64,0,none
24,0,I,135314.31,0,none
51,0,A,61644.66,1,pension
61,0,I,117732.78,0,none
22,0,A,59754.54,0,none
25,0,I,56889.45,0,none
42,0,A,108899.79,1,pension
68,0,A,136574.91,0,none
25,0,I,40827.36,0,none
46,0,A,102251.49,0,none
36,0,A,135050.01,0,none
35,0,A,88138.89,1,direct debit
27,0,I,78531.45,0,none
33,0,I,37229.88,0,none
52,0,A,130946.91,0,direct debit
44,0,I,108443.13,0,none
23,0,I,36411.36,0,none
25,0,I,83838.54,0,none
43,0,A,145618.14,0,e-account
32,0,A,77074.02,1,pension
44,0,I,211406.67,0,none
43,0,A,65949.84,1,pension
57,0,A,81887.97,1,direct debit
51,0,I,116923.53,0,none
23,0,I,67894.11,0,none
21,0,I,59559.6,0,none
53,0,I,79988.55,0,none
50,0,A,106990.74,1,pension
28,0,I,174597.51,0,none
22,0,I,167240.91,0,none
40,0,A,108377.82,0,direct debit
31,0,I,128608.62,0,none
23,0,I,96344.28,0,none
28,0,I,82004.43,0,none
60,0,I,96405.24,0,none
39,0,I,147102.96,0,none
74,0,A,130381.89,0,none
71,0,I,199275.57,0,none
39,0,A,47493.66,0,e-account
53,0,A,139624.41,0,none
23,0,A,92937.27,0,direct debit
42,0,A,46452.6,0,none
24,0,I,93126.57,0,none
71,0,A,160462.74,0,direct debit
40,0,I,63580.86,0,none
88,0,I,184625.58,0,none
55,0,A,157546.08,1,pension
31,0,I,307300.02,0,none
66,0,A,151352.13,0,none
86,0,I,91890.03,0,none
87,0,I,113596.65,0,none
45,0,A,235242.54,1,pension
48,0,A,61087.23,0,none
24,1,I,26935.74,0,none
65,0,A,119023.59,0,none
23,0,A,114616.92,0,none
56,0,I,130423.44,0,none
50,0,I,70574.52,0,none
44,0,A,106003.8,1,e-account
56,0,A,46445.49,0,none
29,0,A,107241.81,0,e-account
38,0,A,61535.43,0,none
21,0,I,54745.77,0,none
31,1,A,132293.55,0,none
55,0,A,216526.47,1,pension
39,0,I,64764.36,0,none
20,1,A,40463.4,0,none
37,0,I,53420.1,0,e-account
22,1,I,90389.91,0,none
38,0,A,88620.36,0,none
69,0,I,189652.2,0,none
38,0,I,73353.66,0,e-account
48,0,A,182291.37,0,none
23,0,I,97823.34,0,none
51,0,A,87854.04,1,e-account
26,0,I,39916.95,0,none
29,0,A,140327.43,1,direct debit
37,0,I,319904.04,0,none
42,0,A,108899.79,1,direct debit
20,0,I,131418.66,0,none
49,0,I,60988.95,0,none
25,0,I,55624.41,0,none
53,0,A,72832.23,0,direct debit
45,0,I,55462.23,0,none
20,0,I,54876.09,0,none
44,0,I,537349.68,0,none
42,0,I,112337.82,0,none
32,0,A,79489.56,0,direct debit
24,0,I,117816.63,0,none
63,0,A,116850.54,1,direct debit
53,0,I,142001.31,0,none
30,0,A,51512.52,0,direct debit
51,0,A,43759.86,0,none
48,0,A,589980.21,1,pension
67,0,A,117375.33,0,none
81,0,A,109629.21,0,none
38,0,I,111391.23,0,none
44,0,A,96459.51,0,none
48,0,A,54703.92,0,none
51,0,A,117334.83,1,pension
23,0,I,94654.56,0,none
29,0,I,61937.91,0,none
51,0,A,116679.12,1,direct debit
21,0,I,28365.57,0,none
64,0,A,74688.15,0,none
47,0,A,211768.59,0,direct debit
43,0,A,84119.64,1,e-account
51,0,A,78468.93,0,direct debit
20,1,I,148631.25,0,none
23,0,I,66145.05,0,none
48,0,I,126410.37,0,none
56,0,A,119960.43,0,none
24,0,I,85792.71,0,none
26,0,I,87742.92,0,none
73,0,I,251936.79,0,none
36,0,I,339945.36,0,none
36,0,A,91109.19,1,pension
38,0,A,130590.24,0,e-account
23,0,I,164305.86,0,none
47,0,A,383078.13,0,none
28,0,I,105415.26,0,none
29,0,I,92900.49,0,none
34,0,A,69554.34,1,e-account
34,0,I,71670,0,none
25,0,I,117930.9,0,none
62,0,I,155750.76,0,none
57,0,A,209096.1,0,none
47,0,A,49606.59,0,none
71,0,A,181651.26,0,none
48,0,A,78209.46,0,direct debit
88,0,A,166916.55,0,none
43,0,A,235192.14,0,none
23,0,I,178469.7,0,none
63,0,A,3279304.29,1,e-account
86,0,I,31460.64,0,none
44,0,A,54455.58,1,e-account
32,0,I,56266.92,0,none
26,0,I,93158.28,0,none
48,0,I,134803.29,0,none
50,0,A,112724.52,0,none
22,0,I,88001.55,0,none
46,0,A,246121.35,0,pension
45,0,A,235242.54,1,direct debit
23,0,I,150767.67,0,none
35,0,I,89059.89,0,none
38,0,A,136686.03,1,e-account
50,0,A,291669.84,0,direct debit
23,0,A,136930.23,0,direct debit
71,0,A,525007.65,0,none
29,0,I,80981.52,0,none
57,0,A,48303.78,1,direct debit
67,0,A,64188.93,0,none
30,0,I,43239.72,0,none
80,0,A,81858.18,1,pension
66,0,I,60043.56,0,e-account
34,0,A,162618.99,0,direct debit
40,0,A,108886.62,0,none
42,0,I,147091.08,0,none
22,0,I,118876.47,0,none
39,0,A,80129.4,0,direct debit
46,0,A,48244.26,1,e-account
35,0,A,46838.13,0,none
79,0,I,132311.37,0,none
23,0,I,77149.08,0,none
58,0,I,272309.46,0,none
59,0,I,107980.41,0,none
50,0,A,83200.83,0,none
42,0,I,306445.41,0,none
31,1,A,528828.75,0,none
36,1,A,96783.15,0,none
26,0,I,82030.8,0,none
42,0,A,51413.94,0,none
46,0,I,213743.64,0,none
37,0,A,83967.48,1,pension
72,0,A,92512.32,0,none
53,0,I,66325.23,0,none
20,1,A,20499.96,0,none
23,0,I,73710.36,0,none
23,0,I,62505.03,0,none
37,0,I,204340.14,0,none
30,0,I,426705.96,0,none
21,0,I,94280.52,0,none
34,0,I,45728.13,0,none
22,0,I,147104.49,0,none
58,0,I,65771.91,0,none
24,0,I,80646.72,0,none
47,0,A,193332.78,1,direct debit
33,0,I,67763.46,0,none
21,0,I,143041.65,0,none
24,0,I,36784.26,0,none
22,0,I,52901.28,0,none
42,0,A,31864.71,1,pension
42,0,A,186220.44,0,none
28,0,I,72174.36,0,none
60,0,I,75024.39,0,none
58,0,I,82286.13,0,none
32,0,A,94683.27,1,direct debit
23,0,A,83594.52,0,none
80,0,I,590703.45,0,none
20,0,I,124987.47,0,none
43,0,A,148655.79,0,none
48,0,I,109693.2,0,none
73,0,A,165247.23,0,none
36,0,I,55175.13,0,none
49,0,A,160050.24,0,none
50,0,A,723562.17,0,pension
31,0,I,122436.96,0,none
63,0,A,116850.54,1,pension
22,0,A,41849.61,0,none
91,0,I,37675.98,0,none
30,0,I,108148.83,0,none
22,0,A,82850.64,0,e-account
38,0,I,135522.15,0,none
54,0,A,121495.2,0,none
91,0,I,101569.29,0,none
25,0,I,80176.35,0,none
50,0,A,445232.61,1,pension
39,0,I,65667.57,0,none
31,0,I,78373.11,0,none
41,0,A,194120.01,1,e-account
37,0,A,250906.47,1,direct debit
41,0,I,69867.09,0,none
64,0,A,138361.05,0,e-account
21,0,I,67209.6,0,none
51,0,A,149525.76,1,pension
60,0,I,172269.33,0,none
47,0,A,249703.2,0,none
23,0,A,45925.56,0,none
46,0,A,156906.06,1,e-account
94,0,I,130432.95,0,none
29,0,I,87393.93,0,none
44,0,A,79104.21,0,none
25,0,A,250059.81,1,pension
36,0,I,574834.59,0,none
23,0,I,175239.42,0,none
43,0,A,213537.3,0,direct debit
66,0,A,226888.89,0,e-account
27,0,I,81243.9,0,none
23,0,A,146743.77,1,pension
51,0,I,222919.02,0,none
59,0,I,64069.35,0,none
61,0,A,147353.64,1,direct debit
45,0,I,137940.24,0,none
28,0,A,82699.35,0,none
60,0,A,165017.58,1,e-account
55,0,I,103275.63,0,none
21,0,I,129731.1,0,none
24,0,I,77081.94,0,none
28,0,A,68578.53,0,none
50,0,A,213623.01,0,none
48,0,A,337858.2,0,none
83,0,A,139075.02,0,direct debit
36,0,I,223739.94,0,none
21,0,I,65398.53,0,none
53,0,I,131945.67,0,none
62,0,I,141537.36,0,none
20,1,I,42753.84,0,none
22,0,A,212274.3,0,direct debit
36,0,I,204948.18,0,none
46,0,I,94706.64,0,none
27,0,I,218465.79,0,none
12,0,A,176952.36,0,none
71,0,A,154546.02,1,direct debit
52,0,A,355003.08,0,none
31,0,I,70971.39,0,none
21,0,I,99671.31,0,none
41,0,A,92279.82,0,none
23,0,I,75050.79,0,none
45,0,A,64866.33,0,none
60,0,A,55499.31,0,e-account
22,0,I,76969.47,0,none
61,0,A,38445.96,0,none
37,1,A,110357.07,0,direct debit
25,0,A,65959.11,0,none
42,0,A,84436.2,0,e-account
36,0,I,67039.59,0,none
29,0,I,63335.94,0,none
23,0,A,53501.46,0,none
34,0,I,70969.2,0,none
23,0,I,96723.09,0,none
68,0,A,114861.06,0,none
27,0,A,60241.17,0,none
36,0,A,173947.83,1,pension
21,0,I,142983.66,0,none
47,0,I,170899.11,0,none
47,0,A,94362.66,0,none
26,0,I,127970.37,0,none
88,0,I,39135.99,0,none
29,0,A,74853.87,0,none
22,1,A,119227.14,0,none
22,0,I,113913.78,0,none
36,0,A,53322.48,0,none
37,0,I,87971.85,0,none
83,0,I,68388.93,0,none
20,0,A,30878.01,0,none
77,0,A,137733.51,0,none
23,0,I,48283.05,0,none
43,0,A,226666.44,0,none
37,0,I,182524.38,0,none
28,0,I,60289.32,0,none
43,0,I,125012.04,0,none
68,0,A,73983.96,0,none
38,0,A,25412.13,0,none
40,0,A,49178.97,0,none
41,0,I,66925.14,0,none
40,0,A,134559.12,0,none
44,0,A,98500.05,0,direct debit
42,0,A,105691.23,0,none
35,0,A,104919.33,1,pension
34,0,A,87841.62,0,none
74,0,I,400151.25,0,none
22,0,I,62022.9,0,none
27,0,I,73526.79,0,none
22,0,I,143118.69,0,none
42,0,A,88026.18,0,none
58,0,A,55180.86,0,none
46,0,I,64957.56,0,none
50,0,I,53008.05,0,none
39,0,I,45685.95,0,none
41,0,A,40494.15,0,e-account
21,0,I,70235.34,0,none
49,0,A,111927.69,0,none
42,0,I,110639.01,0,none
56,1,A,76892.85,0,direct debit
36,0,A,56197.2,0,e-account
25,0,I,101276.28,0,none
31,0,I,118406.07,0,none
59,0,I,224845.14,0,none
81,0,A,193458.75,0,e-account
19,0,I,113473.56,0,none
54,0,I,48113.76,0,none
32,0,A,94683.27,1,e-account
23,0,A,590636.67,0,e-account
48,0,I,124659.78,0,none
61,0,A,312938.13,0,none
26,0,A,46217.22,0,none
23,0,I,89787.93,0,none
23,0,I,119675.55,0,none
64,0,A,124987.02,0,none
26,0,I,156510.66,0,none
63,0,I,77563.44,0,none
21,0,I,126215.19,0,direct debit
41,0,A,338279.34,1,pension
47,0,A,193332.78,1,e-account
45,0,I,78432.84,0,none
50,0,I,174575.46,0,none
29,0,I,315747.78,0,none
21,0,I,59312.91,0,e-account
44,0,A,91949.25,1,e-account
38,0,A,332779.83,0,none
24,0,I,105476.52,0,none
33,0,I,228991.98,0,none
24,0,A,115129.44,0,none
45,0,A,37688.01,1,direct debit
72,0,I,110294.46,0,none
52,0,A,97198.71,1,direct debit
49,0,A,83734.11,0,direct debit
65,0,I,359907.33,0,e-account
20,1,I,121498.29,0,none
24,0,I,83542.65,0,none
48,0,A,158738.01,0,none
75,0,A,286745.31,0,none
24,0,I,84375.21,0,none
22,0,I,87262.71,0,none
26,0,I,189173.67,0,none
46,0,I,158909.61,0,none
54,0,A,102567.09,0,none
53,0,A,331065.69,0,e-account
71,0,I,189812.73,0,none
46,0,I,73900.71,0,none
46,0,I,29150.91,0,none
39,0,A,153794.28,0,direct debit
43,0,A,237698.07,0,direct debit
25,0,A,104379.93,0,none
73,0,A,281277.99,1,direct debit
24,0,I,63790.11,0,none
68,0,I,343867.86,0,none
39,0,I,252585.03,0,none
86,0,I,133392.18,0,none
45,0,A,454014.33,0,none
52,0,I,98896.68,0,none
62,0,I,96890.04,0,none
44,0,A,42304.23,0,e-account
50,0,I,44801.34,0,none
23,0,I,72881.94,0,none
34,0,I,109312.38,0,none
23,0,I,312912.42,0,none
21,0,I,87351,0,none
41,0,A,283716,1,pension
42,0,A,128934.12,0,direct debit
51,0,A,202761.54,0,none
42,0,A,100703.13,0,none
29,0,I,53620.56,0,none
22,0,I,703230.3,0,none
39,0,I,212385.78,0,none
47,0,A,107974.5,1,direct debit
45,0,I,222705.57,0,none
21,0,I,145922.46,0,none
66,0,A,132801.03,1,direct debit
69,0,I,52919.37,0,none
57,0,I,39689.07,0,none
23,0,I,138022.32,0,none
35,0,A,72038.31,0,none
23,0,I,74648.4,0,none
67,0,A,203823.24,1,none
21,0,I,65399.97,0,none
49,0,A,251105.91,0,none
46,0,A,68563.47,0,direct debit
40,0,A,82266.12,1,direct debit
62,0,I,74865.6,0,none
101,0,I,84999.54,0,none
45,0,A,157724.37,1,direct debit
61,0,A,191295.24,1,pension
103,0,I,38634.84,0,none
46,0,A,411413.7,0,none
23,0,I,97581.3,0,none
61,0,A,149202.36,0,none
34,0,A,178894.44,1,direct debit
38,0,A,43926.6,0,direct debit
34,0,A,32614.14,0,none
38,0,A,127531.02,0,direct debit
25,0,I,132230.16,0,none
21,0,I,78881.91,0,none
77,0,A,166774.65,0,none
40,0,I,181916.25,0,none
23,0,I,212216.46,0,none
25,0,I,115598.49,0,none
41,0,I,50314.47,0,none
29,0,I,37157.25,0,none
60,0,I,156686.67,0,none
50,0,A,119257.14,1,none
58,0,A,270186.42,0,none
47,0,A,121474.23,0,direct debit
26,0,A,146532.24,1,pension
68,0,I,117674.25,0,none
46,0,A,226681.53,0,none
23,0,A,59447.04,0,none
20,0,A,94378.05,0,none
43,0,A,132573.51,0,e-account
44,0,A,134536.92,1,pension
27,0,A,1558109.52,0,none
41,0,I,20610.9,0,none
50,0,I,210145.35,0,none
50,0,A,129222.48,1,pension
25,0,I,56637.24,0,none
26,0,I,47713.14,0,none
56,0,I,57597.33,0,none
47,0,I,43598.61,0,none
47,0,A,79491.48,0,e-account
84,0,A,96208.17,0,none
22,0,I,202596.66,0,none
37,0,I,82312.05,0,e-account
54,0,A,293515.41,0,none
21,0,A,93220.35,0,direct debit
40,0,I,206043.69,0,none
43,0,A,235385.64,0,none
47,0,I,109480.26,0,none
35,0,A,120511.92,1,pension
26,0,I,65866.62,0,none
32,0,A,91415.88,1,e-account
29,0,A,53486.94,1,direct debit
53,0,A,41727.57,0,direct debit
51,0,A,185420.67,1,direct debit
29,0,I,103459.59,0,none
60,0,A,49462.74,1,pension
49,0,I,433020.45,0,none
43,0,I,240252.93,0,none
42,0,A,201776.07,0,none
59,0,A,137560.8,0,none
53,0,A,163368.66,0,direct debit
24,0,I,65593.95,0,none
42,0,A,106475.07,0,none
23,0,A,144933.03,1,e-account
43,0,A,105432.78,0,e-account
23,0,I,69025.38,0,none
51,0,A,185420.67,1,pension
21,0,I,58375.95,0,none
24,0,I,67581.42,0,none
60,0,A,248136.06,0,none
23,0,I,76107.06,0,none
54,0,A,562811.79,0,none
47,0,A,79491.48,0,direct debit
46,0,I,158325.33,0,none
65,0,I,116875.38,0,none
39,0,I,618418.2,0,none
32,0,I,89973.54,0,none
31,0,I,69694.02,0,none
83,0,I,90844.68,0,none
21,0,I,659062.26,0,none
38,0,I,53163.27,0,none
52,0,A,79556.7,1,pension
45,0,A,114515.43,1,e-account
53,0,I,106508.22,0,none
46,0,I,105859.26,0,none
41,0,A,280108.14,1,direct debit
40,0,A,101121.9,0,none
37,0,A,76564.95,1,direct debit
28,0,A,66649.44,0,none
72,0,A,27793.17,0,none
22,0,A,76889.58,0,none
24,0,I,59462.88,0,none
21,0,I,74534.85,0,none
37,0,A,284601.6,1,direct debit
45,0,I,723339.9,0,none
62,0,A,162767.13,0,direct debit
25,0,I,99735.57,0,none
62,0,A,162667.86,0,direct debit
45,0,A,198478.08,0,direct debit
44,0,I,120121.29,0,none
44,0,A,75211.89,1,direct debit
12,0,I,190883.37,0,none
25,0,I,89748.84,0,none
60,0,A,165017.58,1,pension
49,0,A,88367.01,0,none
87,0,A,96520.98,0,none
51,0,A,150289.77,1,e-account
40,0,A,128584.71,1,pension
24,0,A,246407.07,0,none
48,0,I,223561.59,0,none
21,0,A,124259.04,0,none
63,0,I,108610.65,0,none
61,0,I,189760.32,0,none
44,0,A,206295.87,0,none
41,0,I,22173.06,0,none
24,0,A,94335.12,0,none
64,0,I,276377.46,0,none
23,0,I,177171.6,0,none
28,0,I,163450.17,0,none
70,0,I,165814.65,0,none
40,0,A,114464.58,0,e-account
60,0,I,78544.65,0,none
46,0,A,156906.06,1,pension
64,0,A,85996.83,1,pension
79,0,I,66012,0,none
69,0,A,126316.23,0,none
41,0,A,247859.07,1,pension
38,0,I,802484.37,0,none
25,0,I,134978.61,0,none
35,0,I,154714.35,0,none
60,0,A,149002.44,1,e-account
58,0,A,266400.09,0,direct debit
65,0,A,177083.31,0,none
54,0,A,251914.95,0,none
30,1,A,70502.79,0,none
23,0,I,42015.21,0,direct debit
54,0,A,36068.34,0,direct debit
35,0,I,41958.24,0,none
22,0,A,66747.3,0,none
54,0,A,135738.57,0,none
22,0,I,72741.15,0,none
82,0,A,102882.15,0,e-account
45,0,A,83408.46,0,e-account
44,0,A,116988.84,0,e-account
43,0,A,68543.64,1,e-account
48,0,A,176019.6,1,pension
82,0,A,292077.15,0,e-account
22,0,A,198082.5,0,none
36,0,A,83667.48,1,pension
43,0,I,120112.32,0,none
42,0,A,293277,1,e-account
42,0,A,255491.94,0,direct debit
52,0,A,169099.8,0,direct debit
40,0,A,61412.19,1,e-account
50,0,A,225694.41,0,none
40,0,I,100514.22,0,none
24,0,I,114738.9,0,none
40,0,I,130423.44,0,none
53,0,I,100823.58,0,none
24,0,I,37231.35,0,none
49,0,A,111031.62,1,direct debit
77,0,I,200047.53,0,none
29,0,I,118523.13,0,none
37,0,A,152267.7,0,none
45,0,A,176122.59,0,none
44,0,I,119781.39,0,none
51,0,I,213108.09,0,none
15,0,A,112501.2,0,none
44,0,A,74231.7,0,none
23,0,I,41646.48,0,none
44,0,I,121236.06,0,none
52,0,I,85139.16,0,none
22,0,I,38557.08,0,none
23,0,I,80391.36,0,none
46,0,I,100841.13,0,none
67,0,I,47109.3,0,none
21,0,A,180575.37,0,none
41,0,I,73881.87,0,none
26,0,I,76428.48,0,none
62,0,A,73605.15,0,e-account
25,0,I,105579.03,0,none
57,0,I,70838.25,0,none
22,0,I,66448.83,0,none
36,0,I,63117.45,0,none
43,0,A,115439.16,1,direct debit
41,0,A,194120.01,1,pension
23,0,I,78850.2,0,none
60,0,A,57318.21,0,none
36,0,I,26130.99,0,none
23,0,A,234225.57,0,direct debit
38,0,I,100894.65,0,none
63,0,I,187948.11,0,none
72,0,I,141938.7,0,none
25,0,A,77310.99,0,none
23,0,I,172600.59,0,none
40,0,A,148114.41,0,direct debit
43,0,A,71796.72,0,none
87,0,A,197670.3,0,none
46,0,I,85190.16,0,none
40,0,A,263066.04,0,direct debit
21,0,I,137555.28,0,none
43,0,A,103800.87,0,e-account
68,0,A,66140.13,0,none
44,0,I,175027.8,0,none
37,0,I,196179.63,0,none
22,0,I,129157.05,0,none
33,0,I,85445.22,0,none
27,0,A,64412.28,1,pension
24,0,I,31712.73,0,none
22,0,I,93376.08,0,none
45,0,A,77901.06,0,none
39,0,A,80746.11,0,direct debit
44,0,I,47406.63,0,none
57,0,I,95714.37,0,none
22,0,A,473997.6,0,none
50,0,A,191428.86,1,pension
23,0,I,66014.79,0,none
85,0,I,70339.26,0,none
42,0,I,69250.38,0,none
43,0,I,59661.57,0,none
33,0,A,341908.05,1,e-account
27,0,I,70504.86,0,none
52,0,I,15280.14,0,none
23,0,I,81555.51,0,none
39,0,A,89113.95,0,none
40,0,A,87886.71,0,none
34,0,I,48893.16,0,none
82,0,I,95793.66,0,none
22,0,I,131381.88,0,none
28,0,A,58420.41,1,pension
27,0,I,51272.61,0,none
32,0,I,76979.82,0,e-account
41,0,I,131859.57,0,none
43,0,A,89388.48,0,none
52,0,A,93834.27,0,none
25,0,I,106383.27,0,none
22,0,I,83041.05,0,none
58,0,I,162039.3,0,none
23,0,I,89695.17,0,none
73,0,I,276627.15,0,none
47,0,A,159271.05,0,none
31,0,A,82550.7,1,e-account
55,0,A,110109.09,0,direct debit
40,0,A,117377.49,0,none
24,0,I,117437.88,0,none
46,0,I,110308.92,0,none
21,0,A,95711.67,0,none
21,0,A,17896.89,0,none
68,0,A,126186,0,direct debit
25,0,I,69633.21,0,direct debit
43,0,I,78342.42,0,none
41,0,A,63112.32,0,none
49,0,A,238611.24,1,direct debit
77,0,A,316115.4,0,none
33,0,A,101425.8,0,direct debit
30,0,A,245768.16,0,none
21,0,A,307828.44,0,none
12,0,A,171998.28,0,none
22,0,I,234098.13,0,none
82,0,I,53066.46,0,none
49,0,I,325562.91,0,none
37,0,I,108380.1,0,none
30,0,I,127291.92,0,none
74,0,A,316320.69,1,e-account
26,0,A,149076.6,0,none
29,0,I,64367.7,0,none
55,0,A,87191.82,1,direct debit
94,0,A,303533.7,0,none
22,0,A,216932.49,0,none
25,1,I,74303.79,0,none
37,0,A,88927.2,1,direct debit
34,0,A,188600.55,0,direct debit
59,0,A,77845.98,1,e-account
73,0,A,80690.67,0,none
76,0,A,107287.14,0,none
44,0,A,89124.75,0,e-account
23,0,I,93760.59,0,none
49,0,A,75426.15,1,pension
47,0,I,126879.66,0,none
23,0,A,149998.32,0,none
24,0,I,58747.62,0,none
78,0,A,40505.58,0,none
20,0,A,81813.39,0,none
29,0,I,62567.55,0,none
28,0,I,147099.27,0,none
67,0,A,78906.9,0,e-account
40,0,I,66445.23,0,none
21,0,I,81822.15,0,none
54,0,A,79757.04,1,direct debit
27,0,A,151233.51,0,none
24,0,I,105168.63,0,none
29,0,I,66184.74,0,none
55,0,A,130863.51,1,direct debit
39,0,A,114295.59,0,none
22,0,I,73600.53,0,none
21,0,I,50766.9,0,none
33,0,I,93142.89,0,none
21,0,A,40911.06,0,none
38,0,A,186804.54,0,none
22,0,I,134226.42,0,none
27,0,A,203829.9,0,none
36,0,I,206879.97,0,none
59,0,I,106183.65,0,none
21,1,I,38415.45,0,none
52,0,I,115115.22,0,none
43,0,A,234731.37,1,pension
21,0,I,92637.06,0,e-account
45,0,A,157724.37,1,e-account
24,0,I,39270.84,0,none
23,0,I,104347.2,0,none
27,0,I,93131.01,0,none
39,0,I,145062.6,0,none
21,0,A,82219.35,0,none
45,0,A,65643.93,0,direct debit
45,0,I,149347.14,0,none
53,0,I,55460.16,0,none
54,0,I,177385.17,0,none
35,0,A,156292.2,0,direct debit
62,0,A,266865.18,0,e-account
57,0,I,78824.91,0,none
32,0,A,49701.27,0,direct debit
40,0,A,184511.37,0,none
42,0,A,288819.81,1,e-account
21,0,A,61380.63,1,none
39,0,A,128318.52,0,e-account
27,0,I,71636.22,0,none
51,0,I,127338.99,0,none
21,0,I,110500.41,0,none
36,0,I,315531.09,0,none
54,0,I,37470.6,0,none
41,0,A,130156.71,0,none
24,0,A,57127.38,0,none
22,0,I,174855.33,0,none
49,0,A,204297.69,1,direct debit
24,0,A,93863.1,0,none
52,0,A,65561.46,0,none
22,0,I,57675.42,0,none
60,0,A,74205.66,0,direct debit
21,0,I,106392.27,0,none
51,0,A,89279.73,1,pension
24,0,I,93403.65,0,none
25,0,I,117742.86,0,none
63,0,A,152652.03,0,direct debit
25,0,I,46912.59,0,none
79,0,A,100739.01,0,e-account
32,0,I,72764.79,0,none
43,0,A,106037.55,0,none
44,0,I,36647.79,0,none
49,0,A,202037.79,0,none
71,0,I,278400.27,0,none
41,0,I,44161.83,1,pension
47,0,A,110684.22,0,direct debit
21,1,I,36631.11,0,none
88,0,A,87900.24,0,none
25,0,I,25783.95,0,none
48,0,I,138142.02,0,none
53,0,I,45436.83,0,none
40,0,A,175622.28,0,pension
28,0,I,68657.88,0,none
58,0,I,347967.84,0,none
56,0,A,136025.64,0,none
61,0,A,70971.18,1,direct debit
29,0,A,50321.37,0,none
28,0,I,132121.71,0,none
20,0,I,358377.69,0,none
42,0,I,56651.85,0,none
24,0,I,120713.76,0,none
55,0,I,90588.9,0,none
49,0,A,254389.8,0,none
30,0,A,74372.52,0,none
20,0,I,92779.23,0,none
26,0,I,39348.87,0,none
22,0,I,57808.17,0,none
55,0,I,130132.05,0,none
43,0,A,194286.27,1,direct debit
61,0,A,145952.49,0,direct debit
28,0,A,22660.65,0,none
31,1,A,83415.48,1,pension
39,0,A,104927.94,1,direct debit
26,0,I,76322.61,0,none
54,0,I,238937.55,0,none
48,0,I,62354.67,0,none
38,0,A,211553.79,0,direct debit
21,0,I,70672.14,0,none
30,0,I,108546.48,0,none
53,0,A,130556.19,0,none
23,0,I,77445.9,0,none
23,0,A,102971.67,0,e-account
23,0,I,54649.38,0,none
47,0,A,204923.91,0,direct debit
37,0,I,177110.46,0,none
55,0,I,43428.84,0,none
23,0,A,505682.76,0,none
25,0,I,120428.52,0,none
31,0,I,157960.71,0,none
41,0,I,448639.71,0,none
42,0,I,869589.51,0,none
46,0,A,133631.79,0,none
23,0,I,337890.42,0,none
10,0,A,113124.33,0,none
24,0,I,142778.31,0,none
45,0,A,114099,1,direct debit
24,0,A,289038.69,0,none
53,0,I,122601.51,0,none
30,0,I,54935.82,0,none
81,0,A,65234.01,1,direct debit
42,0,I,76878.69,0,none
52,0,A,30076.8,0,e-account
40,0,A,102082.05,0,e-account
51,0,A,123063.84,0,direct debit
55,0,A,96897.18,0,none
37,0,I,109206.84,0,none
58,0,A,469191.9,1,pension
23,0,I,65542.77,0,none
22,0,I,128568.99,0,none
73,0,I,222118.71,0,none
